u_katz,u_perm_entropy,u_kurtosis,v_katz,v_perm_entropy,v_kurtosis,w_katz,w_perm_entropy,w_kurtosis,front_DE_Y_katz,front_DE_Y_perm_entropy,front_DE_Y_kurtosis,front_DE_Z_katz,front_DE_Z_perm_entropy,front_DE_Z_kurtosis,rear_NDE_Y_katz,rear_NDE_Y_perm_entropy,rear_NDE_Y_kurtosis,rear_NDE_Z_katz,rear_NDE_Z_perm_entropy,rear_NDE_Z_kurtosis,housing_katz,housing_perm_entropy,housing_kurtosis
-0.34565373198880556,0.6868697302788331,-0.5131292566391329,-0.3306827758359681,0.6908374775287375,-0.5108618282261943,-0.3505702297524914,0.6864640238526948,-0.5212462550774081,-0.6256444724989706,0.6880232736244305,-0.27197374374908606,-0.5438986726899545,0.6180602172927507,-0.389873100220631,-0.5988155043868133,0.6635678891293398,-0.16383228321756796,-0.590649929610503,0.6681882352068029,-0.4771591083165344,-0.3807331600425095,0.6641689784570055,-0.20574689420711675
-0.34009932339603915,0.680831361394242,-0.5147938392438239,-0.3471930206694541,0.680651272730576,-0.5023992934327394,-0.3490143765565045,0.672397279774986,-0.5189656504734399,-0.6189606405025174,0.6769308863378396,-0.21257182451130816,-0.5298631442593845,0.6159984076103712,-0.35565098305050385,-0.5938108200226332,0.6548507855841135,-0.04280227715869891,-0.5797157230976616,0.6681283736798465,-0.25019379969645156,-0.3722446744842732,0.6545756603892389,0.14132138977913644
-0.3152403281595339,0.6813376786379624,-0.5032365615196895,-0.3204978555331178,0.6835912045900928,-0.5031969072334744,-0.3082031013033468,0.6851358699356185,-0.5271659789377808,-0.6243512397879083,0.6837306510806049,-0.3241395139917895,-0.5275362063453612,0.6152975233530408,-0.14066042755451758,-0.5957458919291779,0.6404350151366671,-0.09698776439728002,-0.5844584042476343,0.6685034097232846,0.057598079814155795,-0.3650670445209665,0.6567101381362099,-0.07374584539322333
-0.28034747280120387,0.6868187888227729,-0.5155607987519789,-0.2814434463487442,0.6898376350397277,-0.5089829228577871,-0.2951800722257611,0.6865356811082671,-0.5247989909839437,-0.6164333043363606,0.6808223997495909,-0.27145735827780754,-0.5290346952509158,0.6161801376707502,-0.07862619137486496,-0.5841658581315601,0.644858998302533,-0.0268895208716634,-0.5789145734734823,0.6694710718015839,-0.03912819444764897,-0.3562453184087482,0.6659026412957683,-0.06617762430269462
-0.2962144809676473,0.6892656539660663,-0.5094843542361608,-0.29255941340719577,0.6950519338055406,-0.5006670279561084,-0.2876487090624971,0.6896670013115412,-0.5191033082298399,-0.6191012225126848,0.6866669177358008,-0.2825961141102287,-0.5248374489257788,0.6179451049227528,-0.04551701695956774,-0.5889195056200837,0.6470236634708597,-0.0864219010361868,-0.5751292391081971,0.6660878305462997,0.2509139766328275,-0.35032065678322,0.6534261701794695,-0.01792115108896441
-0.30335901759569955,0.7002662367031564,-0.5081872233594874,-0.29431223342908186,0.7058295084459353,-0.5081705018671681,-0.30085575590738,0.7061289869060665,-0.5245091065977973,-0.6172752421932366,0.6878370722469763,-0.3221615949832961,-0.5329978038247665,0.6172413428504149,-0.21435563281929687,-0.5894515439113238,0.6461933947959431,-0.2473634109147589,-0.583648924799359,0.6692407954806929,-0.2375176237582657,-0.3674859389725518,0.6506306110904717,-0.06444720176072383
-0.35216993248085804,0.7028568739209992,-0.5234931770370321,-0.3466812964124605,0.7045016123219726,-0.5042109501340444,-0.34282663097730215,0.7096563288034731,-0.5178520981586916,-0.6181132185253662,0.6826690089091098,-0.2680450236104148,-0.5339558330566916,0.6183085351765247,-0.2634827669612536,-0.5902245105879516,0.645402297614309,-0.06331904413861522,-0.5764930454747751,0.6691439346921562,-0.07578491765369141,-0.3540598746847532,0.6562236676537557,-0.12979878907625036
-0.39710313261055025,0.6856878255390669,-0.5064409959740245,-0.3950751822849158,0.6972293937246218,-0.5068728072992603,-0.4012339154314035,0.6884746861127136,-0.5198927793840539,-0.6156462265770848,0.687385435554602,-0.35921143236947956,-0.5268082938884746,0.6161696665171068,-0.0284439691238032,-0.5881493318775043,0.6485495694709719,-0.03165942298216246,-0.5701382932442521,0.6668072386783744,-0.22918521077958207,-0.32668642886866506,0.6460556905701574,-0.118410452601391
-0.39025868863412716,0.7041303624298377,-0.5065668665807951,-0.3869155330634885,0.7039653196215129,-0.504498287244805,-0.3910986275469502,0.7078564515887257,-0.5236508798933217,-0.6111246794312618,0.6789957826102417,-0.24405060915229784,-0.5267713673143297,0.6167300312235382,-0.09204607420387795,-0.5849263244506192,0.6510991531947931,-0.13858974549532563,-0.5785188372391677,0.6649558381508487,-0.1900297784132068,-0.34860863954632887,0.6537791013786891,0.05973154246612237
-0.3243735177885288,0.6991742239199681,-0.5174231466194242,-0.3173939533534078,0.7024446166240244,-0.5132120719492869,-0.32940656050843997,0.7026482393002507,-0.523699567230803,-0.6193577225907951,0.6857645028729826,-0.23860964959981104,-0.5323411470063171,0.6166662753984261,-0.27146374717596194,-0.5892402433767161,0.649825967869765,0.031010887089663007,-0.5822026693852814,0.6672984711160791,0.0036427963863649394,-0.3535625073634459,0.6532600674802116,-0.24587044229626032
-0.3521323876097845,0.6753868054680794,-0.5157333714417734,-0.3365091944784558,0.6884565953071141,-0.5050037271712643,-0.34565344528867514,0.6890717652606746,-0.5221170716354747,-0.6162600475129617,0.6832432869398991,-0.3573324985183819,-0.5354911613796158,0.6171588388966012,-0.2622820522889505,-0.5866366854401749,0.6498244506025259,0.004560785101287228,-0.58203142638416,0.6690207014240558,-0.34121938925197837,-0.37245400101734966,0.6622288146305615,0.12113789915998799
-0.33138713720596136,0.6786116326262613,-0.5097585829841931,-0.33431518514753716,0.6762755617499897,-0.5067450068846743,-0.3283364033960411,0.6838895750952795,-0.5170769009928885,-0.6120252713554787,0.6754461621271788,-0.14811164994587606,-0.5244431654142574,0.6167531602285159,-0.2971614616755093,-0.5864624570956003,0.6454824847960255,-0.19641056615958752,-0.5758625395072452,0.6666553662793557,-0.35410683539946075,-0.34774082999321876,0.6441171110389841,-0.1394710858376647
-0.2870980012840567,0.6946758604923842,-0.5106967643261119,-0.28253251579897065,0.694574488032812,-0.5111123167998491,-0.2952951917279316,0.6869546447404953,-0.5195561716598759,-0.6111257298166416,0.6698841654226113,-0.261560297092975,-0.5170433581229724,0.6166312766779559,-0.05232744894347559,-0.5840743369172389,0.6319554602496539,-0.056386003460585164,-0.5763246953666219,0.6672585952029529,-0.16514967897837526,-0.33788263068887986,0.6485203761983294,-0.038980483648223
-0.29030406144318693,0.6818621222689134,-0.5171206322950852,-0.2893231386920002,0.6852264351887144,-0.4986132786017244,-0.2927022452664376,0.686336708415045,-0.5244494286632901,-0.6179174947160289,0.6823990533286453,-0.2139839104870521,-0.5239900998915591,0.6159282750219729,-0.06868043586313513,-0.5942585483456211,0.6439802078265511,-0.07725550285214146,-0.5860108023054372,0.6685268828573773,-0.060133361440601864,-0.36363563650456127,0.662343567209572,0.04604176629873434
-0.29400277297813665,0.6978749510395167,-0.5073951687892616,-0.2908821744976529,0.7021554002666605,-0.5056469714485988,-0.29915007473816513,0.7015124047486989,-0.5223188338306138,-0.614386105592063,0.6845303859391876,-0.13107902148770798,-0.5256871664988727,0.6177091611812228,-0.15843413824296815,-0.5918057029632869,0.649629810289927,-0.0346971704803145,-0.574325039738,0.6641268028289868,-0.14700684623608576,-0.3467318799932383,0.6467463160190796,-0.2616394549622969
-0.30013863937244406,0.7042913756415691,-0.5145709264813092,-0.3045517077564553,0.7040875916052127,-0.5043771819385661,-0.3028208894027072,0.7083934755648882,-0.5239407453263291,-0.6171747070200402,0.6891980475752417,-0.2824929859056732,-0.5396840702976666,0.6183340355724773,-0.2744882225425704,-0.5876178358239832,0.6381310857070986,-0.021773713918358636,-0.5773153291874976,0.6682597606185815,-0.004152594676761026,-0.36859020000752907,0.6451075149706947,-0.2079281859495285
-0.36285608877472353,0.6921354767980985,-0.5214866426942307,-0.3594599270721219,0.688330126379771,-0.503210758553116,-0.37120398174156427,0.691657484957236,-0.516803610672497,-0.6155771388206025,0.6868456846873136,-0.3091465497128532,-0.5337523454420464,0.6167090452806364,-0.1013414421632971,-0.5932520078296698,0.6482357977152106,-0.24870055663672155,-0.5788728050350922,0.6671853107864811,-0.5613832837259589,-0.3539359877658609,0.659225015672716,-0.15970339553585938
-0.40397821289895136,0.6988058302716331,-0.5094934733792239,-0.4025937981535245,0.6985041333267542,-0.5054896811768012,-0.3993463014593558,0.6991795793350004,-0.5224970295938693,-0.6081386155499986,0.6762741736503071,-0.3166931759368425,-0.5274082705877561,0.6187164752028878,-0.4307732570059322,-0.5800698709414743,0.6415350317537674,-0.1489863796201682,-0.567846669738665,0.6641845198451316,-0.3612031863595869,-0.3270055707675706,0.642686093054753,0.0809229145609016
